anchor_preparation,batch,cell_id,dataset_seed,diffusion,dimension,ess_fraction,factor_calls,family,groups,ks_mean,line,log_normalizer,mean_absolute_error,method,particles,phase,positive_mass_error,preparation_calls,preparation_derivative_calls,projection_seed,repeat,resampling_count,seconds,seconds_including_preparation,seed,setting_id,sign_joint_tv,sliced_reference_samples,sliced_w1_32,standardized_offdiagonal_second_rms,status,steps,training_seed,true_ks_mean,true_mean_absolute_error,true_positive_mass_error,true_variance_relative_error,true_w1_mean,u_max,variance_relative_error,w1_mean
"{'preparation_calls': 917504, 'preparation_seconds': 0.6330487690865993, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,47,705,1.0,8,0.5,269352960,learned,64,0.10442960362297853,anchored_equivalent_replay,146.99588810916651,0.02367452443435969,tail_anchored,32768,confirmation,3.1750918475792478e-06,917504,786432,20260921,0,114,3.8280679620802402,3.8280679620802402,21027060,tail_anchored,2.5400553203420526e-05,32768,0.02624166179739769,0.06669974385865585,completed,2048,1,0.1071354733121794,0.024444476882555237,3.2864561416851013e-06,0.20431527750593764,0.02607891520263163,20.0,0.21295038952785716,0.02521306383051042
,4,48,706,1.0,8,0.5,4294967296,learned,64,0.05803691092136348,anchored_equivalent_replay,86.09501999935146,0.012277672275638727,full,32768,confirmation,0.011111487113814704,0,0,20260921,0,96,6.0921608954668045,6.0921608954668045,21027070,full,0.07276900732658503,32768,0.013467564113878349,0.03682032693783107,completed,2048,1,0.06837530855356833,0.01538057041424898,0.011356199796025541,0.14806917994878804,0.016497901634780834,20.0,0.15758320336428389,0.014009434282061936
,4,49,706,1.0,8,0.5,268435456,learned,64,0.3155865003572763,anchored_equivalent_replay,430.01087964495434,0.07721809024038823,tail_fixed,32768,confirmation,0.011935010796417032,0,0,20260921,0,373,4.269239898771048,4.269239898771048,21027070,tail_fixed,0.055388518527238,32768,0.08843556703149068,0.7613226901360819,completed,2048,1,0.32850772596141686,0.08110701487710159,0.014003725165534338,0.3901618329404176,0.08468520527926572,20.0,0.3970089719477444,0.08172366979460005
"{'preparation_calls': 917504, 'preparation_seconds': 0.6191109381616116, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,50,706,1.0,8,0.5,269352960,learned,64,0.0998532806803871,anchored_equivalent_replay,90.53755558319055,0.023749711775137402,tail_anchored,32768,confirmation,0.004984509130245521,917504,786432,20260921,0,111,3.799298919737339,3.799298919737339,21027070,tail_anchored,0.025864431505333494,32768,0.03955928484175797,0.10235254999449993,completed,2048,1,0.10011302697245267,0.024179759239929596,0.002918147379985997,0.15344243955409387,0.026480461769664187,20.0,0.1610648981194836,0.02694454478313316
,4,51,707,1.0,8,0.5,4294967296,learned,64,0.07223411747312847,anchored_equivalent_replay,107.13973422728358,0.01704665126745946,full,32768,confirmation,0.0025955924016691154,0,0,20260921,0,96,6.018310461193323,6.018310461193323,21027080,full,0.020045628061943897,32768,0.022960568212326785,0.11282733021777977,completed,2048,1,0.07191875305591848,0.017089012712345482,0.004180024364129224,0.1110325177831144,0.018251528863763383,20.0,0.11467564113823088,0.018337650097123518
,4,52,707,1.0,8,0.5,268435456,learned,64,0.48232386580391273,anchored_equivalent_replay,1517.7608482458156,0.13106579685193367,tail_fixed,32768,confirmation,0.05436762164935882,0,0,20260921,0,479,4.406244747340679,4.406244747340679,21027080,tail_fixed,0.43438895503994057,32768,0.13051223777230744,1.8949460963749645,completed,2048,1,0.4781348341342001,0.12934095159056186,0.05279221582219956,0.4656778254133518,0.13329781288724005,20.0,0.4683025629363174,0.13465577236457207
"{'preparation_calls': 917504, 'preparation_seconds': 0.6211160533130169, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,53,707,1.0,8,0.5,269352960,learned,64,0.050055091646850486,anchored_equivalent_replay,113.00005529252681,0.010100609687825862,tail_anchored,32768,confirmation,0.007389273134212586,917504,786432,20260921,0,112,3.8057440482079983,3.8057440482079983,21027080,tail_anchored,0.058720908128990515,32768,0.012803228729723549,0.037585329410013614,completed,2048,1,0.044491471427945364,0.008375764426454047,0.005813867307053327,0.1442749164664818,0.010998091056906207,20.0,0.14844405985065987,0.012448182134309154
,4,54,708,1.0,8,0.5,4294967296,learned,64,0.06217910893372032,anchored_equivalent_replay,76.40545873780148,0.013929524724386579,full,32768,confirmation,0.010531556494582622,0,0,20260921,0,94,6.0168596394360065,6.0168596394360065,21027090,full,0.059024363441370936,32768,0.017345485437316156,0.04920182844371869,completed,2048,1,0.0647300847068531,0.014800921322860799,0.0082787379967946,0.1499214041627114,0.016394113864785557,20.0,0.157132803912519,0.015468471411011842
,4,55,708,1.0,8,0.5,268435456,learned,64,0.2161520769616303,anchored_equivalent_replay,326.51928917751457,0.059152625432283334,tail_fixed,32768,confirmation,0.03536299919488227,0,0,20260921,0,367,4.233129967004061,4.233129967004061,21027090,tail_fixed,0.1993971244546731,32768,0.0988252702541812,0.45360481918495427,completed,2048,1,0.2204315726838754,0.06094611035399143,0.035207163491613444,0.2551079070774554,0.06299741348052706,20.0,0.2614007354496881,0.06141643787448506
"{'preparation_calls': 917504, 'preparation_seconds': 0.6209527105093002, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,56,708,1.0,8,0.5,269352960,learned,64,0.053923664273675176,anchored_equivalent_replay,82.0266985440129,0.012024836432182199,tail_anchored,32768,confirmation,0.011113498558065173,917504,786432,20260921,0,111,3.9137584194540977,3.9137584194540977,21027090,tail_anchored,0.05664941777703193,32768,0.019029887450284937,0.05924963092494599,completed,2048,1,0.060193142225353914,0.01386018163840777,0.011574376486836287,0.14587406458120272,0.01585229906560718,20.0,0.15258716217518137,0.013979089027105901
,4,57,709,1.0,8,0.5,4294967296,learned,64,0.05314339653479867,anchored_equivalent_replay,72.79379657372341,0.012183954206961185,full,32768,confirmation,0.003926430723513204,0,0,20260921,0,90,6.031195007264614,6.031195007264614,21027100,full,0.029312278803511567,32768,0.01271791749471931,0.040821675782826944,completed,2048,1,0.052986336018542426,0.011956728252533029,0.0035176615185194843,0.12832826450221313,0.013474347031482092,20.0,0.13546052583129273,0.013357535402764
,4,58,709,1.0,8,0.5,268435456,learned,64,0.2505649782088583,anchored_equivalent_replay,265.37304854485586,0.06742432689009797,tail_fixed,32768,confirmation,0.01187775292925465,0,0,20260921,0,342,4.336330488324165,4.336330488324165,21027100,tail_fixed,0.053457542627747434,32768,0.06970850543761997,0.46915135049867024,completed,2048,1,0.2545154791268173,0.06856493497384564,0.012734029683939954,0.2445879798662871,0.06992814233702083,20.0,0.2511019628769247,0.06900525131025853
"{'preparation_calls': 917504, 'preparation_seconds': 0.6189442873001099, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,59,709,1.0,8,0.5,269352960,learned,64,0.048621364161387085,anchored_equivalent_replay,77.37553857165817,0.008778154227981009,tail_anchored,32768,confirmation,0.003140317941595888,917504,786432,20260921,0,106,3.8092276751995087,3.8092276751995087,21027100,tail_anchored,0.019105831314932754,32768,0.013874329618557444,0.033993885371794055,completed,2048,1,0.04912568428077881,0.009614563824461735,0.002284021112491791,0.14754114341315483,0.013005586179870382,20.0,0.15432477664343702,0.013659805379707702
,4,60,700,1.0,8,0.5,4294967296,learned,64,0.04793242594836648,anchored_equivalent_replay,146.18309760730742,0.008946298460372766,full,32768,confirmation,0.0002897269289132559,0,0,20260921,0,97,6.016617346554995,6.016617346554995,21037010,full,0.0023165556261616916,32768,0.012389092864805318,0.049207582443686726,completed,2048,2,0.05478041129857747,0.010741578529840763,0.00023172606330908174,0.1773317271753309,0.013453036873652957,20.0,0.16619858545844785,0.012227242368325732
,4,61,700,1.0,8,0.5,268435456,learned,64,0.4423881051653544,anchored_equivalent_replay,1768.6445741736982,0.11697406817593242,tail_fixed,32768,confirmation,0.00043272954504899874,0,0,20260921,0,514,4.240773763507605,4.240773763507605,21037010,tail_fixed,0.0034605765552507143,32768,0.10983229076844503,1.4789427843351548,completed,2048,2,0.43687328338696924,0.11493221792941943,0.0003747286794448246,0.49454604030852767,0.11640944603596358,20.0,0.48800920226794453,0.11794013693341879
"{'preparation_calls': 917504, 'preparation_seconds': 0.6213676035404205, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,62,700,1.0,8,0.5,269352960,learned,64,0.1051555454471481,anchored_equivalent_replay,156.0451139708021,0.02411582722888994,tail_anchored,32768,confirmation,0.0003271465353608003,917504,786432,20260921,0,119,3.9160176031291485,3.9160176031291485,21037010,tail_anchored,0.0026159124777438247,32768,0.026246648511191434,0.083371318870932,completed,2048,2,0.10348726082334918,0.023192224593295077,0.0002691456697566261,0.2012317761932546,0.02680275928804024,20.0,0.1908262668747388,0.027310368643337836
,4,63,701,1.0,8,0.5,4294967296,learned,64,0.04226165122627838,anchored_equivalent_replay,121.90393362355192,0.00801778564363212,full,32768,confirmation,1.7533125148294637e-05,0,0,20260921,0,96,6.023159231990576,6.023159231990576,21037020,full,0.00014026090079555202,32768,0.00956846721100845,0.057070573915782984,completed,2048,2,0.059665526168866015,0.013375335280722017,1.1478613681489835e-05,0.16215590990605186,0.014577019408845164,20.0,0.1534267466979488,0.010835837250757797
,4,64,701,1.0,8,0.5,268435456,learned,64,0.44360788472782015,anchored_equivalent_replay,1600.1081654464247,0.1243863674263275,tail_fixed,32768,confirmation,1.3328245617907908e-05,0,0,20260921,0,485,4.267442531883717,4.267442531883717,21037020,tail_fixed,0.00010662186455712716,32768,0.12960143379188155,1.7922903015145502,completed,2048,2,0.4492441129751148,0.12584719223553548,7.273734151103106e-06,0.4517672385921046,0.12707829317330163,20.0,0.4434436777496477,0.12582180727755182
"{'preparation_calls': 917504, 'preparation_seconds': 0.6665538474917412, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,65,701,1.0,8,0.5,269352960,learned,64,0.07630177384728448,anchored_equivalent_replay,126.3084503417788,0.016194538830355078,tail_anchored,32768,confirmation,3.7576162520217005e-05,917504,786432,20260921,0,110,3.8549169562757015,3.8549169562757015,21037020,tail_anchored,0.0003006051997665007,32768,0.016871417775475645,0.03552706430379009,completed,2048,2,0.07865636251931568,0.016022936985192866,3.15216510534122e-05,0.2068709863987382,0.019080009546901512,20.0,0.19479179205520752,0.0176796566147068
,4,66,702,1.0,8,0.5,4294967296,learned,64,0.05407346429761434,anchored_equivalent_replay,70.94350164565624,0.011273312906377102,full,32768,confirmation,0.005720585416253102,0,0,20260921,0,92,6.019877228885889,6.019877228885889,21037030,full,0.04575140637583622,32768,0.013246774819603678,0.03235899713658185,completed,2048,2,0.05943954324405876,0.012468680011602156,0.003364130417864583,0.17508925938015593,0.014658467075456256,20.0,0.16134883954029383,0.013853922201013063
,4,67,702,1.0,8,0.5,268435456,learned,64,0.2217471671254038,anchored_equivalent_replay,303.7573104968591,0.056983533800960454,tail_fixed,32768,confirmation,0.004234511191722898,0,0,20260921,0,328,4.231233283877373,4.231233283877373,21037030,tail_fixed,0.033862812579592824,32768,0.06905914084948091,0.4951867857459569,completed,2048,2,0.2285370353372538,0.058753774108261936,0.0018780561933343792,0.254980196959151,0.06172783905125181,20.0,0.24260378453945414,0.06059668629843021
"{'preparation_calls': 917504, 'preparation_seconds': 0.6180516220629215, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,68,702,1.0,8,0.5,269352960,learned,64,0.08398827349096338,anchored_equivalent_replay,75.35017968542934,0.01844013943591818,tail_anchored,32768,confirmation,0.005244868772769126,917504,786432,20260921,0,110,3.805569190531969,3.805569190531969,21037030,tail_anchored,0.041945673227967356,32768,0.02513576426177018,0.05013346361464883,completed,2048,2,0.08949960154998148,0.020272357012362355,0.0028884137743806076,0.20113534553386792,0.02303430398628276,20.0,0.18802444038341354,0.02128132468334535
,4,69,703,1.0,8,0.5,4294967296,learned,64,0.09917386996696793,anchored_equivalent_replay,98.44441438661117,0.024143087364092933,full,32768,confirmation,0.005394737513820136,0,0,20260921,0,94,6.030584868043661,6.030584868043661,21037040,full,0.03535863702044233,32768,0.02772420842949247,0.09836800380766149,completed,2048,2,0.09066352038010586,0.021391795778480265,0.004864077528485666,0.1746888445234001,0.023284629161454365,20.0,0.16858688687837592,0.025394902635247563
,4,70,703,1.0,8,0.5,268435456,learned,64,0.2986611240834895,anchored_equivalent_replay,547.4397968048419,0.0815465219005719,tail_fixed,32768,confirmation,0.013843951964028475,0,0,20260921,0,406,4.219518840312958,4.219518840312958,21037040,tail_fixed,0.10765135862632087,32768,0.10088338348810483,0.7576410820181977,completed,2048,2,0.2899006392235609,0.07777724534553418,0.013698998178453978,0.3363311927100108,0.0803518792889533,20.0,0.327654244288001,0.0837038912255911
"{'preparation_calls': 917504, 'preparation_seconds': 0.6166023574769497, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,71,703,1.0,8,0.5,269352960,learned,64,0.0721763532360278,anchored_equivalent_replay,102.7165694200938,0.017418853016910124,tail_anchored,32768,confirmation,0.009102655032592277,917504,786432,20260921,0,110,3.8004552125930786,3.8004552125930786,21037040,tail_anchored,0.053211273164531565,32768,0.020959876921119697,0.05279344588799117,completed,2048,2,0.07517434919045296,0.017951889340558115,0.008451679085451108,0.15080188525024363,0.018982903938285473,20.0,0.13972686782984717,0.018307889323029295
,4,72,704,1.0,8,0.5,4294967296,learned,64,0.04753495675381979,anchored_equivalent_replay,92.46122968823092,0.009671338635132228,full,32768,confirmation,0.0070914625993865575,0,0,20260921,0,93,6.013577360659838,6.013577360659838,21037050,full,0.03986219496123604,32768,0.010755404688791013,0.033150786510953045,completed,2048,2,0.0617826705708303,0.013391640987385163,0.016221536147664358,0.1587953175850633,0.015344636489367177,20.0,0.15155849835558222,0.011645075534165501
,4,73,704,1.0,8,0.5,268435456,learned,64,0.3587099883545827,anchored_equivalent_replay,762.7391788481186,0.09404623770625634,tail_fixed,32768,confirmation,0.019439854848946725,0,0,20260921,0,427,4.236067205667496,4.236067205667496,21037050,tail_fixed,0.10102033322912397,32768,0.11327688015409246,1.0377139264237272,completed,2048,2,0.3456228767272803,0.08932207956117204,0.017192490587155745,0.4038775682523445,0.0946060302114019,20.0,0.3983483371240555,0.09693127108112595
"{'preparation_calls': 917504, 'preparation_seconds': 0.6215674430131912, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,74,704,1.0,8,0.5,269352960,learned,64,0.056448987154828614,anchored_equivalent_replay,100.41315522633745,0.010390455328613761,tail_anchored,32768,confirmation,0.005620334518149223,917504,786432,20260921,0,114,3.813067030161619,3.813067030161619,21037050,tail_anchored,0.031942500034971524,32768,0.012515990882260452,0.03154909220861567,completed,2048,2,0.06925225082358208,0.014245204613953129,0.013905912069644422,0.19026070116941962,0.017178192148215716,20.0,0.183483211409269,0.014633604683112976
,4,75,705,1.0,8,0.5,4294967296,learned,64,0.061542920567132495,anchored_equivalent_replay,135.45423437022023,0.013296357731687448,full,32768,confirmation,2.4960680501673327e-06,0,0,20260921,0,96,6.0347899086773396,6.0347899086773396,21037060,full,1.9968425351624246e-05,32768,0.015705159438503993,0.0526433956667133,completed,2048,2,0.0659409914883929,0.015092301476157081,3.2864561416851013e-06,0.14657806028427206,0.015907147457395035,20.0,0.13817238470228296,0.01567426297977959
,4,76,705,1.0,8,0.5,268435456,learned,64,0.3388305903516933,anchored_equivalent_replay,925.5482995157492,0.08585249679991291,tail_fixed,32768,confirmation,2.496068050222844e-06,0,0,20260921,0,471,4.227412521839142,4.227412521839142,21037060,tail_fixed,1.99684253484046e-05,32768,0.07538635817825676,0.7471863289946589,completed,2048,2,0.34697391361964214,0.08843843571268367,3.2864561417406124e-06,0.3718516830833032,0.0899349431677661,20.0,0.36397077711395376,0.08731424339038914
"{'preparation_calls': 917504, 'preparation_seconds': 0.6206554770469666, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,77,705,1.0,8,0.5,269352960,learned,64,0.08893118350417709,anchored_equivalent_replay,144.98953442443408,0.02091497436958055,tail_anchored,32768,confirmation,2.4960680501673327e-06,917504,786432,20260921,0,114,3.805648446083069,3.805648446083069,21037060,tail_anchored,1.9968425345851086e-05,32768,0.021230199887722408,0.06606452569260571,completed,2048,2,0.080659212061811,0.018602729828668813,3.2864561416851013e-06,0.1779677042758006,0.019691618926099195,20.0,0.16924612984032883,0.022002333252484935
,4,78,706,1.0,8,0.5,4294967296,learned,64,0.054792130777247525,anchored_equivalent_replay,88.63766514784758,0.010773650812197787,full,32768,confirmation,0.00600827856130709,0,0,20260921,0,98,6.013722695410252,6.013722695410252,21037070,full,0.03682199064426911,32768,0.013228472660750373,0.043341675073935125,completed,2048,2,0.06962471868488304,0.014908921268936188,0.008510514950819878,0.17291684865275603,0.016104164467181683,20.0,0.1644112075381923,0.013117799613778685
,4,79,706,1.0,8,0.5,268435456,learned,64,0.2921354010056733,anchored_equivalent_replay,466.5920079147101,0.07636325965767943,tail_fixed,32768,confirmation,0.019462371517591878,0,0,20260921,0,384,4.23936265334487,4.23936265334487,21037070,tail_fixed,0.11434756066508173,32768,0.09245663530062057,0.7126713828346581,completed,2048,2,0.2959884536910543,0.07798551308732893,0.021306213962120568,0.2767347586529863,0.07861362531213256,20.0,0.26999493168848754,0.0770836073597216
"{'preparation_calls': 917504, 'preparation_seconds': 0.6225490495562553, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,80,706,1.0,8,0.5,269352960,learned,64,0.045972095496792924,anchored_equivalent_replay,86.41391790933517,0.007249551726149206,tail_anchored,32768,confirmation,0.010080180538331832,917504,786432,20260921,0,106,3.81677557900548,3.81677557900548,21037070,tail_anchored,0.06765638572797136,32768,0.009987929890754001,0.026889337924866193,completed,2048,2,0.06004643479740762,0.011433782701979447,0.01261380111934085,0.17874285071365276,0.014168512873531214,20.0,0.17021162792565558,0.010825995697779107
,4,81,707,1.0,8,0.5,4294967296,learned,64,0.07773971133853387,anchored_equivalent_replay,102.96176882481544,0.01827804578248328,full,32768,confirmation,0.01894019287183693,0,0,20260921,0,97,6.016401022672653,6.016401022672653,21037080,full,0.15112604074585148,32768,0.020398894897805275,0.05248981932088721,completed,2048,2,0.08101938434818115,0.01873949070152045,0.022763713736546745,0.16661556478997366,0.020741106296616442,20.0,0.1526753066937736,0.019291290611130645
,4,82,707,1.0,8,0.5,268435456,learned,64,0.47718662512894616,anchored_equivalent_replay,1539.750260151875,0.12605848543793963,tail_fixed,32768,confirmation,0.05420457399395299,0,0,20260921,0,483,4.233164828270674,4.233164828270674,21037080,tail_fixed,0.43313782255192534,32768,0.1253307492256401,1.791965350303725,completed,2048,2,0.45570970739948974,0.1195775924491527,0.05043200456349694,0.4397718954034876,0.12286412296875471,20.0,0.4307533721067561,0.1289733375774066
"{'preparation_calls': 917504, 'preparation_seconds': 0.6729048490524292, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,83,707,1.0,8,0.5,269352960,learned,64,0.17497565576822088,anchored_equivalent_replay,107.60699673167024,0.04371153383577306,tail_anchored,32768,confirmation,0.034765074721140585,917504,786432,20260921,0,113,3.9643980897963047,3.9643980897963047,21037080,tail_anchored,0.27785138294102935,32768,0.03700213675661272,0.25696297856949524,completed,2048,2,0.17185538980310255,0.04269628605329001,0.030992505290684532,0.18027692304951978,0.04402715819855635,20.0,0.16654780217198273,0.04421507275919244
,4,84,708,1.0,8,0.5,4294967296,learned,64,0.053002597396730654,anchored_equivalent_replay,78.4829619464412,0.010264364773156936,full,32768,confirmation,0.014585871040326711,0,0,20260921,0,95,6.075897216796875,6.075897216796875,21037090,full,0.09457490348258274,32768,0.014102308989508889,0.02821710441438123,completed,2048,2,0.0598122601350119,0.011492406224750737,0.018331692606159616,0.18299769558276582,0.015311272391934359,20.0,0.17223441494951125,0.01296077901471769
,4,85,708,1.0,8,0.5,268435456,learned,64,0.22104038964398973,anchored_equivalent_replay,333.7698816972382,0.0591994542317376,tail_fixed,32768,confirmation,0.024851554270184983,0,0,20260921,0,362,4.232133135199547,4.232133135199547,21037090,tail_fixed,0.15996843024140708,32768,0.09771193379078758,0.42323066126080644,completed,2048,2,0.22099627369559105,0.0596477691637943,0.026436952335913734,0.27510926560604854,0.06142697914248535,20.0,0.265028507169245,0.060767078436297334
"{'preparation_calls': 917504, 'preparation_seconds': 0.6183522418141365, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,86,708,1.0,8,0.5,269352960,learned,64,0.046094234937847076,anchored_equivalent_replay,81.70321756815181,0.007834339229827934,tail_anchored,32768,confirmation,0.01241687410813851,917504,786432,20260921,0,110,3.80220215767622,3.80220215767622,21037090,tail_anchored,0.07053230267596486,32768,0.009799480330440676,0.04064015024978373,completed,2048,2,0.052922898240683844,0.009474177609263812,0.016162695673971415,0.1726440679807611,0.012664104635445842,20.0,0.16077887595655052,0.010778379191620887
,4,87,709,1.0,8,0.5,4294967296,learned,64,0.07507789871826762,anchored_equivalent_replay,79.0108794275064,0.016003715373577976,full,32768,confirmation,0.010808145098327688,0,0,20260921,0,95,6.020054370164871,6.020054370164871,21037100,full,0.08238940536128145,32768,0.01778174412452359,0.040586124771473185,completed,2048,2,0.08193402982025635,0.018152824256811764,0.01035763037726713,0.20436453773751706,0.019706709893748307,20.0,0.1936379877767342,0.01856733496776844
,4,88,709,1.0,8,0.5,268435456,learned,64,0.290883824705317,anchored_equivalent_replay,283.23166756991253,0.07767374111557909,tail_fixed,32768,confirmation,0.008330547413651428,0,0,20260921,0,345,4.2211457416415215,4.2211457416415215,21037100,tail_fixed,0.04642045934518065,32768,0.07129236872056649,0.61956718969204,completed,2048,2,0.28925297877413186,0.07710382594856646,0.010719528009009148,0.23877687833967765,0.07802127770241606,20.0,0.22826200726764662,0.07870068040642947
"{'preparation_calls': 917504, 'preparation_seconds': 0.617861695587635, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,89,709,1.0,8,0.5,269352960,learned,64,0.09378013885141923,anchored_equivalent_replay,78.92440313252612,0.020764333709641182,tail_anchored,32768,confirmation,0.0042851335260247515,917504,786432,20260921,0,109,3.8022892475128174,3.8022892475128174,21037100,tail_anchored,0.02809631093011071,32768,0.024282382880768186,0.06821241808591326,completed,2048,2,0.1068797321748095,0.024941160458618584,0.006674114121382472,0.19977424199397817,0.026163688507185787,20.0,0.1886420509068707,0.02341143776152722
,4,90,700,1.0,8,0.5,4294967296,learned,64,0.04794045392067016,anchored_equivalent_replay,143.3761174207571,0.0093342398001105,full,32768,confirmation,0.00028517689776721733,0,0,20260921,0,96,6.034830376505852,6.034830376505852,21047010,full,0.0018384475467682119,32768,0.010742873995373214,0.0387223216803046,completed,2048,3,0.04779951148050202,0.009503511873942203,0.0002508280915551445,0.14756582927574352,0.011620625402274362,20.0,0.15152253202813026,0.011733079366951959
,4,91,700,1.0,8,0.5,268435456,learned,64,0.4062050685171312,anchored_equivalent_replay,1663.475609252157,0.11342958451135057,tail_fixed,32768,confirmation,0.00034506519772649347,0,0,20260921,0,513,4.256070714443922,4.256070714443922,21047010,tail_fixed,0.002759183322781051,32768,0.11463541340968629,1.478632103230745,completed,2048,3,0.4009396473232137,0.11254813509672221,0.00036423953079653404,0.40906750976025325,0.11600302890079549,20.0,0.4115021084108111,0.11627750264484005
"{'preparation_calls': 917504, 'preparation_seconds': 0.6795029863715172, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,92,700,1.0,8,0.5,269352960,learned,64,0.07061961039222374,anchored_equivalent_replay,152.55992052593555,0.015715512480229767,tail_anchored,32768,confirmation,0.00020375676413907085,917504,786432,20260921,0,116,3.9597925692796707,3.9597925692796707,21047010,tail_anchored,0.001628715854077315,32768,0.017345787235023565,0.03297204077940321,completed,2048,3,0.06745765092992698,0.014834063065601387,0.00022293109720911142,0.17388375782307214,0.017607315868728882,20.0,0.17742350391845058,0.01796662385872165
,4,93,701,1.0,8,0.5,4294967296,learned,64,0.06797402766208084,anchored_equivalent_replay,116.57263021315083,0.01529193129754345,full,32768,confirmation,2.5364431529145692e-05,0,0,20260921,0,93,6.016483709216118,6.016483709216118,21047020,full,0.00020291345104972577,32768,0.01607873694831053,0.04403813455341002,completed,2048,3,0.0690958847947806,0.01556579113001208,3.1521651053204036e-05,0.16963899861045817,0.0177190684899179,20.0,0.17325632899935545,0.0170287345511966
,4,94,701,1.0,8,0.5,268435456,learned,64,0.44842516594522985,anchored_equivalent_replay,1533.5668130700092,0.12424505030466468,tail_fixed,32768,confirmation,2.5364431529811826e-05,0,0,20260921,0,483,4.38647398725152,4.38647398725152,21047020,tail_fixed,0.0002029134510498368,32768,0.12403690523090395,1.8010753924297338,completed,2048,3,0.4635180067107683,0.1286037003981282,3.152165105387017e-05,0.5108232181082761,0.13136218270321967,20.0,0.5127346559236934,0.12711341223543823
"{'preparation_calls': 917504, 'preparation_seconds': 0.6230934597551823, 'preparation_factor_calls_per_grid_point': 448, 'newton_iterations': 6, 'anchor_grid_points': 2048, 'anchor_rule': 'parameter-only six-step clipped Newton fixed-point iteration'}",4,95,701,1.0,8,0.5,269352960,learned,64,0.06479314518843672,anchored_equivalent_replay,127.9918411992669,0.013379511976500794,tail_anchored,32768,confirmation,3.248345432388389e-05,917504,786432,20260921,0,110,3.818548697978258,3.818548697978258,21047020,tail_anchored,0.00024948227697460675,32768,0.015453703807906172,0.03675722392561793,completed,2048,3,0.06283250401812965,0.012843804833355503,2.7205125054038937e-05,0.16777998468446528,0.014503564417710085,20.0,0.1713270506982422,0.015077826647262139
,4,96,702,1.0,8,0.5,4294967296,learned,64,0.06290921485006086,anchored_equivalent_replay,70.33898856090835,0.013852366408470247,full,32768,confirmation,0.0024970833230619494,0,0,20260921,0,92,6.143456768244505,6.143456768244505,21047030,full,0.019966893398730506,32768,0.013806582251065187,0.040251073257701955,completed,2048,3,0.04950609078406248,0.00954961557075246,0.003095648271653567,0.14880323703226508,0.012230464337414714,20.0,0.1512792651887584,0.015426313209283282
